,school,degree,university,gross_monthly_median,gross_mthly_25_percentile,basic_monthly_median,employment_rate_ft_perm,gross_mthly_75_percentile,gross_monthly_mean,basic_monthly_mean,year,employment_rate_overall
1163,Sports Science and Management,Bachelor of Science (Hons) (Sport Science  Management),Nanyang Technological University,3450,2800,3285,48.6,4000,3486,3372,2017,81.1
1164,National Institute of Education (NIE),Bachelor of Arts (Hons) (Education),Nanyang Technological University,3600,3500,3600,100,3800,3589,3489,2017,100
1165,National Institute of Education (NIE),Bachelor of Science (Hons) (Education),Nanyang Technological University,3701,3500,3603,100,3958,3701,3610,2017,100
1166,Faculty of Arts Social Sciences,Bachelor of Arts,National University of Singapore,3000,2700,3000,61.9,3300,3107,3005,2017,85.8
1167,Faculty of Arts Social Sciences,Bachelor of Arts (Hons),National University of Singapore,3360,3000,3300,66.7,3600,3391,3309,2017,88.2
1168,Faculty of Arts Social Sciences,Bachelor of Social Sciences,National University of Singapore,3300,3000,3300,74.7,3750,3443,3365,2017,88.3
1169,Faculty Of Dentistry,Bachelor of Dental Surgery,National University of Singapore,4050,4000,4050,100,4400,4143,4124,2017,100
1170,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),National University of Singapore,3300,3000,3200,81.3,3700,3367,3215,2017,90.6
1171,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),National University of Singapore,3600,3300,3500,81.3,4000,3727,3550,2017,87.8
1172,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),National University of Singapore,3300,3135,3300,90.9,3700,3427,3361,2017,95.5
1173,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),National University of Singapore,3600,3300,3500,86.5,3900,3641,3529,2017,89.4
1174,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),National University of Singapore,3675,3440,3600,64.7,4200,3827,3783,2017,76.5
1175,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),National University of Singapore,3350,3000,3100,71.2,3800,3546,3425,2017,86.3
1176,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,3875,3450,3725,89.9,4200,4035,3905,2017,93.3
1177,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),National University of Singapore,3388,3200,3200,86,3950,3570,3269,2017,94
1178,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),National University of Singapore,3450,3100,3400,82.3,4000,3657,3537,2017,87.3
1179,Faculty of Law,Bachelor of Laws,National University of Singapore,5000,4500,5000,92.3,5600,5121,4958,2017,95.8
1180,Faculty of Science,Bachelor of Applied Science,National University of Singapore,na,na,na,na,na,na,na,2017,na
1181,Faculty of Science,Bachelor of Applied Science (Hons),National University of Singapore,3085,2800,3075,50,3200,3187,3186,2017,82.1
1182,Faculty of Science,Bachelor of Science,National University of Singapore,3082,2800,3000,54.5,3400,3214,3053,2017,76.9
1183,Faculty of Science,Bachelor of Science (Hons),National University of Singapore,3300,3000,3200,69.3,3700,3435,3340,2017,85.9
1184,Faculty of Science,Bachelor of Science (Pharmacy),National University of Singapore,3600,3500,3500,94.5,3800,3616,3473,2017,99.1
1185,NUS Business School,Bachelor of Business Administration,National University of Singapore,3500,3000,3400,87.3,4333,4031,3770,2017,94.9
1186,NUS Business School,Bachelor of Business Administration (Hons),National University of Singapore,3800,3450,3725,93.6,4782,4388,4272,2017,98.2
1187,NUS Business School,Bachelor of Business Administration (Accountancy),National University of Singapore,3025,3000,3000,94.4,3600,3473,3396,2017,97.2
1188,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),National University of Singapore,3125,3000,3100,100,4023,3744,3689,2017,100
1189,School of Computing,Bachelor of Computing (Communications And Media),National University of Singapore,na,na,na,na,na,na,na,2017,na
1190,School of Computing,Bachelor of Computing (Computational Biology),National University of Singapore,na,na,na,na,na,na,na,2017,na
1191,School of Computing,Bachelor of Computing (Computer Science),National University of Singapore,4285,3656,4200,89.4,5000,4628,4510,2017,93.5
1192,School of Computing,Bachelor of Computing (Electronic Commerce),National University of Singapore,na,na,na,na,na,na,na,2017,na
1193,School of Computing,Bachelor of Computing (Information Security),National University of Singapore,na,na,na,na,na,na,na,2017,na
1194,School of Computing,Bachelor of Computing (Information Systems),National University of Singapore,4000,3550,4000,91.8,4592,4192,4061,2017,94.5
1195,School of Computing,Bachelor of Science (Business Analytics),National University of Singapore,4000,3500,3810,97.6,4766,4203,4114,2017,97.6
1196,School of Design  Environment,Bachelor of Arts (Architecture),National University of Singapore,4000,3780,4000,86.4,4300,4079,4037,2017,91.3
1197,School of Design  Environment,Bachelor of Arts (Industrial Design),National University of Singapore,2920,2600,2890,60,3200,3079,3034,2017,93.3
1198,School of Design  Environment,Bachelor of Science (Project and Facilities Management),National University of Singapore,3000,2900,3000,81.7,3300,3162,3105,2017,90.8
1199,School of Design  Environment,Bachelor of Science (Real Estate),National University of Singapore,3000,2800,3000,88.7,3300,3168,3090,2017,93.8
1200,Yong Loo Lin School (Medicine),Bachelor of Medicine And Bachelor Of Surgery,National University of Singapore,5000,4500,4500,100,5305,4882,4367,2017,100
1201,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),National University of Singapore,3400,3200,3200,97.4,3450,3328,3165,2017,97.4
1202,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),National University of Singapore,3500,3300,3300,89.8,3650,3462,3280,2017,91.8
1203,YST Conservatory Of Music,Bachelor of Music,National University of Singapore,2225,2050,2025,26.7,2950,2500,2298,2017,73.3
1204,YaleNUS College,Bachelor of Arts with Honours,National University of Singapore,3500,3075,3500,76.6,4000,3956,3812,2017,93.5
1205,YaleNUS College,Bachelor of Science with Honours,National University of Singapore,4083,3600,4083,75,4875,4362,4362,2017,91.7
1206,MultiDisciplinary Programmes,Bachelor of Engineering (Computer Engineering),National University of Singapore,3900,3588,3600,84.7,4500,4131,4010,2017,89.4
1207,MultiDisciplinary Programmes,Bachelor of Environmental Studies,National University of Singapore,3300,3000,3200,62.3,3600,3419,3297,2017,88.7
1208,School of Accountancy (4year programme),Accountancy,Singapore Management University,3000,2920,3000,96.6,3600,3646,3569,2017,98
1209,School of Accountancy (4year programme),Accountancy Cum Laude and above,Singapore Management University,3200,3000,3200,97.8,4645,4089,4037,2017,97.8
1210,School of Business (4year programme),Business Management,Singapore Management University,3500,3050,3475,85.7,4362,3995,3862,2017,93.3
1211,School of Business (4year programme),Business Management Cum Laude and above,Singapore Management University,4000,3300,3880,92,5000,4504,4364,2017,95.8
1212,School of Economics (4year programme),Economics,Singapore Management University,3700,3300,3600,82.6,4583,4143,4013,2017,91.3
1213,School of Economics (4year programme),Economics Cum Laude and above,Singapore Management University,4100,3600,4000,90.5,5113,4737,4591,2017,93.2
1214,School of Information Systems (4year programme),Information Systems Management,Singapore Management University,4000,3550,3905,91.3,4500,4014,3922,2017,95.1
1215,School of Information Systems (4year programme),Information Systems Management Cum Laude and above,Singapore Management University,4334,4000,4334,94.1,4750,4305,4211,2017,96.1
1216,School of Social Sciences (4year programme),Social Sciences,Singapore Management University,3300,3000,3250,78,3750,3493,3344,2017,91.3
1217,School of Social Sciences (4year programme),Social Sciences Cum Laude and above,Singapore Management University,3630,3300,3600,81.8,4000,3938,3810,2017,87.9
1218,School of Law (4year programme),Law,Singapore Management University,5000,4000,4500,94,5840,4941,4778,2017,97.6
1219,School of Law (4year programme),Law Cum Laude and above,Singapore Management University,5600,4200,5450,97.9,6000,5287,5163,2017,97.9
1220,DigiPen Institute of Technology,Bachelor of Arts in Game Design,Singapore Institute of Technology,3000,2800,3000,92.3,3200,3067,3040,2017,96.2
1221,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts Animation,Singapore Institute of Technology,2875,2700,2825,69.2,3000,2876,2859,2017,88.5
1222,DigiPen Institute of Technology,Bachelor of Science in Computer Science  Game Design,Singapore Institute of Technology,3250,2900,3250,100,3600,3291,3232,2017,100
1223,DigiPen Institute of Technology,Bachelor of Science in Computer Science in RealTime Interactive Simulation,Singapore Institute of Technology,3800,3558,3800,90.6,4140,3904,3898,2017,96.9
1224,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,Singapore Institute of Technology,2700,2500,2600,68.5,3200,2949,2819,2017,90.7
1225,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,Singapore Institute of Technology,2700,2500,2700,87.2,3000,2841,2818,2017,92.3
1226,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,Singapore Institute of Technology,3255,2975,3100,62.1,3600,3290,3061,2017,77.3
1227,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,Singapore Institute of Technology,3200,3000,3200,88.9,3450,3269,3191,2017,94.4
1228,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,Singapore Institute of Technology,3500,3000,3300,88.5,4000,3541,3461,2017,96.2
1229,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design  Manufacturing Engineering,Singapore Institute of Technology,3000,2800,3000,85.7,3350,3145,3063,2017,90.5
1230,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,Singapore Institute of Technology,3300,3200,3300,95.5,3500,3537,3451,2017,95.5
1231,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,Singapore Institute of Technology,3300,3300,3300,86.7,3950,3866,3792,2017,100
1232,Newcastle University,Bachelor of Science with Honours in Food  Human Nutrition,Singapore Institute of Technology,2700,2475,2600,79.1,3200,2980,2784,2017,97.7
1233,Technische Universitt Mnchen,Bachelor of Science in Chemical Engineering,Singapore Institute of Technology,3200,3000,3000,74.1,3375,3301,3061,2017,84.5
1234,Technische Universitt Mnchen,Bachelor of Science in Electrical Engineering  Information Technology,Singapore Institute of Technology,3400,3000,3175,82.8,4000,3591,3504,2017,82.8
1235,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,Singapore Institute of Technology,2300,2200,2300,54.5,3259,2598,2357,2017,87.9
1236,Singapore Institute of Technology Trinity College Dublin  Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),Singapore Institute of Technology,na,na,na,na,na,na,na,2017,na
1237,Singapore Institute of Technology Trinity College Dublin  Trinity College Dublin,Bachelor in Science (Occupational Therapy),Singapore Institute of Technology,3300,3020,3250,97.1,3450,3258,3217,2017,100
1238,Singapore Institute of Technology Trinity College Dublin  Trinity College Dublin,Bachelor in Science (Physiotherapy),Singapore Institute of Technology,3400,3300,3350,96.8,3500,3489,3483,2017,100
1239,Singapore Institute of Technology Trinity College Dublin  Trinity College Dublin,Bachelor in Science (Radiation Therapy),Singapore Institute of Technology,na,na,na,na,na,na,na,2017,na
1240,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,Singapore Institute of Technology,3200,2950,3100,65.6,3700,3481,3367,2017,81.3
1241,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,Singapore Institute of Technology,3125,2625,3125,52.5,3650,3280,3207,2017,80
1242,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,Singapore Institute of Technology,3200,3000,3100,87.9,3700,3670,3608,2017,96.6
1243,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,Singapore Institute of Technology,3400,3000,3050,86.5,4000,3595,3412,2017,94.6
1244,University of Glasgow,Bachelor of Science with Honours in Computing Science,Singapore Institute of Technology,3600,3300,3600,85.9,4200,3724,3633,2017,95.8
1245,University of Manchester,Bachelor of Science with Honours in Nursing Practice,Singapore Institute of Technology,3650,3600,3400,96.5,3900,3741,3507,2017,98.2
1246,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,Singapore Institute of Technology,3800,3050,3800,69.5,4160,3825,3759,2017,86.4
1247,Wheelock College,Bachelor of Science in Early Childhood Education,Singapore Institute of Technology,2900,2800,2900,92.9,3000,2890,2883,2017,96.4
1248,Singapore Institute of Technology,Bachelor of Accountancy with Honours,Singapore Institute of Technology,3088,2975,3050,92.1,3250,3113,3073,2017,94.1
1249,Singapore Institute of Technology,Bachelor of Hospitality Business with Honours,Singapore Institute of Technology,2800,2500,2700,84.2,3100,2829,2713,2017,94.7
1250,na,Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,3600,3450,3600,87.3,3800,3638,3594,2017,89.9
1251,na,Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,4023,3600,4000,100,4900,4175,4146,2017,100
1252,na,Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,3850,3600,3800,85.4,4210,3956,3856,2017,91.7
